date_key,day_name,is_weekend,is_holiday,season
2025-10-27,Monday,False,False,Shoulder Season
2025-10-28,Tuesday,False,False,Shoulder Season
2025-10-29,Wednesday,False,False,Shoulder Season
2025-10-30,Thursday,False,False,Shoulder Season
2025-10-31,Friday,False,False,Shoulder Season
2025-11-01,Saturday,True,False,High Season
2025-11-02,Sunday,True,False,High Season
2025-11-03,Monday,False,False,High Season
2025-11-04,Tuesday,False,False,High Season
2025-11-05,Wednesday,False,False,High Season
2025-11-06,Thursday,False,False,High Season
2025-11-07,Friday,False,False,High Season
2025-11-08,Saturday,True,False,High Season
2025-11-09,Sunday,True,False,High Season
2025-11-10,Monday,False,False,High Season
2025-11-11,Tuesday,False,False,High Season
2025-11-12,Wednesday,False,False,High Season
2025-11-13,Thursday,False,False,High Season
2025-11-14,Friday,False,False,High Season
2025-11-15,Saturday,True,False,High Season
2025-11-16,Sunday,True,False,High Season
2025-11-17,Monday,False,False,High Season
2025-11-18,Tuesday,False,False,High Season
2025-11-19,Wednesday,False,False,High Season
2025-11-20,Thursday,False,False,High Season
2025-11-21,Friday,False,False,High Season
2025-11-22,Saturday,True,False,High Season
2025-11-23,Sunday,True,False,High Season
2025-11-24,Monday,False,False,High Season
2025-11-25,Tuesday,False,False,High Season
2025-11-26,Wednesday,False,False,High Season
2025-11-27,Thursday,False,False,High Season
2025-11-28,Friday,False,False,High Season
2025-11-29,Saturday,True,False,High Season
2025-11-30,Sunday,True,False,High Season
2025-12-01,Monday,False,False,High Season
2025-12-02,Tuesday,False,False,High Season
2025-12-03,Wednesday,False,False,High Season
2025-12-04,Thursday,False,False,High Season
2025-12-05,Friday,False,True,High Season
2025-12-06,Saturday,True,False,High Season
2025-12-07,Sunday,True,False,High Season
2025-12-08,Monday,False,False,High Season
2025-12-09,Tuesday,False,False,High Season
2025-12-10,Wednesday,False,True,High Season
2025-12-11,Thursday,False,False,High Season
2025-12-12,Friday,False,False,High Season
2025-12-13,Saturday,True,False,High Season
2025-12-14,Sunday,True,False,High Season
2025-12-15,Monday,False,False,High Season
2025-12-16,Tuesday,False,False,High Season
2025-12-17,Wednesday,False,False,High Season
2025-12-18,Thursday,False,False,High Season
2025-12-19,Friday,False,False,High Season
2025-12-20,Saturday,True,False,High Season
2025-12-21,Sunday,True,False,High Season
2025-12-22,Monday,False,False,High Season
2025-12-23,Tuesday,False,False,High Season
2025-12-24,Wednesday,False,False,High Season
2025-12-25,Thursday,False,True,High Season
2025-12-26,Friday,False,False,High Season
2025-12-27,Saturday,True,False,High Season
2025-12-28,Sunday,True,False,High Season
2025-12-29,Monday,False,False,High Season
2025-12-30,Tuesday,False,False,High Season
2025-12-31,Wednesday,False,True,High Season
